date,airline,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,flight_duration,distance,delay_category,day_of_week,month,hour
2024-02-04 00:00:00,QF,LHR,SYD,2207,2187,2367,2364,-20,-3,1.6,1246,Early/On-time,Sunday,2,0
2024-02-04 01:00:00,QF,NRT,HKG,2004,2098,2264,2352,94,88,2.6,2076,Major Delay,Sunday,2,1
2024-02-04 02:00:00,CX,FRA,SYD,1451,1431,1721,1714,-20,-7,2.7,2125,Early/On-time,Sunday,2,2
2024-02-04 03:00:00,AA,HKG,LAX,2208,2218,2348,2369,10,21,1.4,1080,Minor Delay,Sunday,2,3
2024-02-04 04:00:00,EK,LAX,LAX,846,890,956,1017,44,61,1.1,895,Moderate Delay,Sunday,2,4
2024-02-04 05:00:00,SQ,NRT,LAX,320,361,480,522,41,42,1.6,1319,Moderate Delay,Sunday,2,5
2024-02-04 06:00:00,DL,LAX,CDG,427,462,927,955,35,28,5.0,4036,Moderate Delay,Sunday,2,6
2024-02-04 07:00:00,LH,LHR,CDG,845,845,1045,1065,0,20,2.0,1587,Early/On-time,Sunday,2,7
2024-02-04 08:00:00,UA,LAX,SIN,1203,1253,1603,1650,50,47,4.0,3232,Moderate Delay,Sunday,2,8
2024-02-04 09:00:00,EK,LHR,NRT,955,992,1145,1174,37,29,1.9,1531,Moderate Delay,Sunday,2,9
2024-02-04 10:00:00,KA,HKG,LHR,1523,1539,1883,1898,16,15,3.6,2888,Moderate Delay,Sunday,2,10
2024-02-04 11:00:00,QF,SIN,FRA,1207,1224,1567,1575,17,8,3.6,2902,Moderate Delay,Sunday,2,11
2024-02-04 12:00:00,LH,LHR,FRA,351,351,721,726,0,5,3.7,2952,Early/On-time,Sunday,2,12
2024-02-04 13:00:00,DL,DXB,HKG,2016,1999,2316,2293,-17,-23,3.0,2387,Early/On-time,Sunday,2,13
2024-02-04 14:00:00,SQ,JFK,JFK,1233,1280,1653,1698,47,45,4.2,3377,Moderate Delay,Sunday,2,14
2024-02-04 15:00:00,CX,JFK,SIN,2019,2068,2319,2377,49,58,3.0,2378,Moderate Delay,Sunday,2,15
2024-02-04 16:00:00,DL,SYD,NRT,715,699,1175,1165,-16,-10,4.6,3713,Early/On-time,Sunday,2,16
2024-02-04 17:00:00,LH,JFK,DXB,1209,1214,1269,1274,5,5,0.6,500,Minor Delay,Sunday,2,17
2024-02-04 18:00:00,DL,SYD,HKG,1433,1438,1723,1729,5,6,2.9,2348,Minor Delay,Sunday,2,18
2024-02-04 19:00:00,LH,JFK,CDG,1942,1951,2232,2241,9,9,2.9,2283,Minor Delay,Sunday,2,19
2024-02-04 20:00:00,LH,LHR,NRT,1909,1920,2039,2046,11,7,1.3,1063,Minor Delay,Sunday,2,20
2024-02-04 21:00:00,BA,DXB,LAX,1229,1267,1549,1587,38,38,3.2,2579,Moderate Delay,Sunday,2,21
2024-02-04 22:00:00,UA,SIN,CDG,2229,2217,2289,2281,-12,-8,0.6,509,Early/On-time,Sunday,2,22
2024-02-04 23:00:00,QF,LAX,JFK,450,435,620,604,-15,-16,1.7,1345,Early/On-time,Sunday,2,23
2024-02-05 00:00:00,BA,FRA,JFK,2124,2171,2184,2235,47,51,0.6,500,Moderate Delay,Monday,2,0
2024-02-05 01:00:00,SQ,JFK,FRA,2156,2153,2596,2585,-3,-11,4.4,3558,Early/On-time,Monday,2,1
2024-02-05 02:00:00,BA,SIN,LHR,545,525,765,739,-20,-26,2.2,1768,Early/On-time,Monday,2,2
2024-02-05 03:00:00,AA,SIN,LHR,442,438,962,951,-4,-11,5.2,4166,Early/On-time,Monday,2,3
2024-02-05 04:00:00,AA,LHR,DXB,1240,1240,1590,1585,0,-5,3.5,2802,Early/On-time,Monday,2,4
2024-02-05 05:00:00,QF,HKG,CDG,406,462,716,784,56,68,3.1,2448,Moderate Delay,Monday,2,5
2024-02-05 06:00:00,DL,HKG,CDG,1246,1283,1426,1470,37,44,1.8,1413,Moderate Delay,Monday,2,6
2024-02-05 07:00:00,UA,JFK,JFK,2319,2363,2439,2473,44,34,1.2,953,Moderate Delay,Monday,2,7
2024-02-05 08:00:00,QF,FRA,LAX,1916,1950,2236,2274,34,38,3.2,2522,Moderate Delay,Monday,2,8
2024-02-05 09:00:00,LH,JFK,LAX,2202,2240,2442,2477,38,35,2.4,1928,Moderate Delay,Monday,2,9
2024-02-05 10:00:00,KA,JFK,SYD,746,736,826,810,-10,-16,0.8,660,Early/On-time,Monday,2,10
2024-02-05 11:00:00,UA,SYD,LAX,845,849,905,895,4,-10,0.6,500,Minor Delay,Monday,2,11
2024-02-05 12:00:00,UA,DXB,NRT,2039,2020,2169,2159,-19,-10,1.3,1041,Early/On-time,Monday,2,12
2024-02-05 13:00:00,LH,DXB,LHR,1835,1838,2315,2305,3,-10,4.8,3820,Minor Delay,Monday,2,13
2024-02-05 14:00:00,LH,FRA,LAX,1925,1955,2455,2485,30,30,5.3,4213,Moderate Delay,Monday,2,14
2024-02-05 15:00:00,CX,SYD,SIN,1409,1423,1689,1694,14,5,2.8,2204,Minor Delay,Monday,2,15
2024-02-05 16:00:00,QF,SIN,CDG,2133,2182,2403,2459,49,56,2.7,2148,Moderate Delay,Monday,2,16
2024-02-05 17:00:00,LH,SYD,LAX,913,893,1123,1100,-20,-23,2.1,1663,Early/On-time,Monday,2,17
2024-02-05 18:00:00,AA,JFK,SYD,1007,1032,1137,1161,25,24,1.3,1065,Moderate Delay,Monday,2,18
2024-02-05 19:00:00,SQ,HKG,DXB,454,434,874,853,-20,-21,4.2,3375,Early/On-time,Monday,2,19
2024-02-05 20:00:00,KA,NRT,DXB,826,838,1306,1321,12,15,4.8,3873,Minor Delay,Monday,2,20
2024-02-05 21:00:00,QF,FRA,JFK,1009,1041,1149,1181,32,32,1.4,1106,Moderate Delay,Monday,2,21
2024-02-05 22:00:00,EK,SIN,LAX,1856,1859,2096,2099,3,3,2.4,1917,Minor Delay,Monday,2,22
2024-02-05 23:00:00,AA,LHR,CDG,149,175,339,360,26,21,1.9,1550,Moderate Delay,Monday,2,23
2024-02-06 00:00:00,DL,NRT,CDG,514,496,714,681,-18,-33,2.0,1579,Early/On-time,Tuesday,2,0
2024-02-06 01:00:00,LH,NRT,LHR,2236,2216,2636,2605,-20,-31,4.0,3185,Early/On-time,Tuesday,2,1
2024-02-06 02:00:00,EK,SYD,DXB,2021,2047,2111,2144,26,33,0.9,688,Moderate Delay,Tuesday,2,2
2024-02-06 03:00:00,LH,LAX,JFK,44,106,354,413,62,59,3.1,2466,Major Delay,Tuesday,2,3
2024-02-06 04:00:00,UA,NRT,LAX,249,230,589,564,-19,-25,3.4,2728,Early/On-time,Tuesday,2,4
2024-02-06 05:00:00,AA,JFK,DXB,230,276,460,492,46,32,2.3,1857,Moderate Delay,Tuesday,2,5
2024-02-06 06:00:00,UA,CDG,DXB,1301,1312,1661,1655,11,-6,3.6,2893,Minor Delay,Tuesday,2,6
2024-02-06 07:00:00,CX,HKG,CDG,1944,1924,2214,2187,-20,-27,2.7,2147,Early/On-time,Tuesday,2,7
2024-02-06 08:00:00,UA,HKG,LAX,2130,2110,2530,2518,-20,-12,4.0,3217,Early/On-time,Tuesday,2,8
2024-02-06 09:00:00,CX,CDG,HKG,413,423,473,478,10,5,0.6,500,Minor Delay,Tuesday,2,9
2024-02-06 10:00:00,CX,DXB,LAX,1609,1607,1819,1821,-2,2,2.1,1651,Early/On-time,Tuesday,2,10
2024-02-06 11:00:00,EK,JFK,NRT,1429,1409,1669,1643,-20,-26,2.4,1928,Early/On-time,Tuesday,2,11
2024-02-06 12:00:00,LH,LHR,DXB,535,515,595,581,-20,-14,0.6,500,Early/On-time,Tuesday,2,12
2024-02-06 13:00:00,DL,NRT,LHR,1346,1331,1456,1438,-15,-18,1.1,914,Early/On-time,Tuesday,2,13
2024-02-06 14:00:00,UA,DXB,HKG,1339,1354,1489,1492,15,3,1.5,1186,Minor Delay,Tuesday,2,14
2024-02-06 15:00:00,AA,JFK,SYD,1614,1623,1984,1991,9,7,3.7,2948,Minor Delay,Tuesday,2,15
2024-02-06 16:00:00,CX,SYD,JFK,713,708,873,886,-5,13,1.6,1293,Early/On-time,Tuesday,2,16
2024-02-06 17:00:00,LH,HKG,LAX,730,746,880,913,16,33,1.5,1181,Moderate Delay,Tuesday,2,17
2024-02-06 18:00:00,KA,DXB,LHR,1828,1869,2178,2223,41,45,3.5,2817,Moderate Delay,Tuesday,2,18
2024-02-06 19:00:00,QF,FRA,SYD,826,847,886,906,21,20,0.6,500,Moderate Delay,Tuesday,2,19
2024-02-06 20:00:00,EK,NRT,SYD,1020,1026,1080,1089,6,9,0.6,500,Minor Delay,Tuesday,2,20
2024-02-06 21:00:00,DL,NRT,DXB,1208,1245,1408,1448,37,40,2.0,1638,Moderate Delay,Tuesday,2,21
2024-02-06 22:00:00,BA,LHR,NRT,1219,1201,1289,1271,-18,-18,0.7,552,Early/On-time,Tuesday,2,22
2024-02-06 23:00:00,EK,LAX,DXB,2334,2337,2404,2411,3,7,0.7,590,Minor Delay,Tuesday,2,23
2024-02-07 00:00:00,KA,FRA,JFK,1857,1860,2177,2182,3,5,3.2,2573,Minor Delay,Wednesday,2,0
2024-02-07 01:00:00,QF,NRT,HKG,2014,1994,2374,2351,-20,-23,3.6,2875,Early/On-time,Wednesday,2,1
2024-02-07 02:00:00,KA,SIN,CDG,1823,1821,2173,2160,-2,-13,3.5,2788,Early/On-time,Wednesday,2,2
2024-02-07 03:00:00,UA,FRA,SIN,448,428,838,814,-20,-24,3.9,3108,Early/On-time,Wednesday,2,3
2024-02-07 04:00:00,CX,NRT,HKG,1556,1623,1966,2040,67,74,4.1,3241,Major Delay,Wednesday,2,4
2024-02-07 05:00:00,DL,CDG,JFK,815,797,875,857,-18,-18,0.6,500,Early/On-time,Wednesday,2,5
2024-02-07 06:00:00,SQ,FRA,CDG,1935,1992,2245,2305,57,60,3.1,2450,Moderate Delay,Wednesday,2,6
2024-02-07 07:00:00,CX,JFK,SYD,2110,2121,2290,2299,11,9,1.8,1470,Minor Delay,Wednesday,2,7
2024-02-07 08:00:00,SQ,FRA,HKG,256,282,416,432,26,16,1.6,1252,Moderate Delay,Wednesday,2,8
2024-02-07 09:00:00,QF,LHR,CDG,1807,1803,2127,2121,-4,-6,3.2,2560,Early/On-time,Wednesday,2,9
2024-02-07 10:00:00,LH,SYD,LAX,402,418,462,468,16,6,0.6,500,Moderate Delay,Wednesday,2,10
2024-02-07 11:00:00,BA,SYD,DXB,718,747,778,797,29,19,0.6,500,Moderate Delay,Wednesday,2,11
2024-02-07 12:00:00,AA,SYD,SIN,1345,1374,1675,1716,29,41,3.3,2633,Moderate Delay,Wednesday,2,12
2024-02-07 13:00:00,CX,JFK,LHR,2340,2373,2650,2679,33,29,3.1,2487,Moderate Delay,Wednesday,2,13
2024-02-07 14:00:00,DL,DXB,LAX,202,201,472,464,-1,-8,2.7,2136,Early/On-time,Wednesday,2,14
2024-02-07 15:00:00,KA,SYD,HKG,2335,2331,2475,2487,-4,12,1.4,1120,Early/On-time,Wednesday,2,15
2024-02-07 16:00:00,DL,HKG,FRA,1224,1204,1564,1552,-20,-12,3.4,2743,Early/On-time,Wednesday,2,16
2024-02-07 17:00:00,QF,JFK,CDG,1059,1084,1399,1421,25,22,3.4,2680,Moderate Delay,Wednesday,2,17
2024-02-07 18:00:00,SQ,DXB,SYD,735,777,995,1041,42,46,2.6,2085,Moderate Delay,Wednesday,2,18
2024-02-07 19:00:00,KA,HKG,SYD,1810,1868,1910,1966,58,56,1.0,822,Moderate Delay,Wednesday,2,19
2024-02-07 20:00:00,AA,HKG,FRA,950,969,1150,1163,19,13,2.0,1574,Moderate Delay,Wednesday,2,20
2024-02-07 21:00:00,AA,HKG,HKG,1715,1703,2065,2057,-12,-8,3.5,2837,Early/On-time,Wednesday,2,21
2024-02-07 22:00:00,CX,SIN,SYD,1754,1734,2174,2151,-20,-23,4.2,3327,Early/On-time,Wednesday,2,22
2024-02-07 23:00:00,QF,LHR,NRT,653,694,863,904,41,41,2.1,1673,Moderate Delay,Wednesday,2,23
2024-02-08 00:00:00,LH,LHR,SYD,1516,1496,1736,1726,-20,-10,2.2,1750,Early/On-time,Thursday,2,0
2024-02-08 01:00:00,QF,JFK,SIN,541,541,771,780,0,9,2.3,1838,Early/On-time,Thursday,2,1
2024-02-08 02:00:00,SQ,HKG,NRT,1523,1526,1803,1801,3,-2,2.8,2274,Minor Delay,Thursday,2,2
2024-02-08 03:00:00,DL,CDG,JFK,1516,1523,1696,1707,7,11,1.8,1418,Minor Delay,Thursday,2,3
2024-02-08 04:00:00,AA,FRA,JFK,2247,2258,2307,2307,11,0,0.6,500,Minor Delay,Thursday,2,4
2024-02-08 05:00:00,DL,DXB,CDG,2319,2333,2719,2737,14,18,4.0,3192,Minor Delay,Thursday,2,5
2024-02-08 06:00:00,DL,LHR,NRT,21,1,491,472,-20,-19,4.7,3794,Early/On-time,Thursday,2,6
2024-02-08 07:00:00,DL,SYD,LAX,2305,2315,2475,2488,10,13,1.7,1387,Minor Delay,Thursday,2,7
2024-02-08 08:00:00,AA,JFK,CDG,1806,1786,1926,1904,-20,-22,1.2,933,Early/On-time,Thursday,2,8
2024-02-08 09:00:00,EK,DXB,LAX,213,244,443,494,31,51,2.3,1862,Moderate Delay,Thursday,2,9
2024-02-08 10:00:00,UA,JFK,SIN,510,504,740,725,-6,-15,2.3,1812,Early/On-time,Thursday,2,10
2024-02-08 11:00:00,SQ,CDG,DXB,311,291,681,670,-20,-11,3.7,2995,Early/On-time,Thursday,2,11
2024-02-08 12:00:00,EK,SIN,HKG,345,331,605,581,-14,-24,2.6,2054,Early/On-time,Thursday,2,12
2024-02-08 13:00:00,SQ,SIN,NRT,304,297,454,452,-7,-2,1.5,1207,Early/On-time,Thursday,2,13
2024-02-08 14:00:00,KA,HKG,FRA,904,949,994,1044,45,50,0.9,681,Moderate Delay,Thursday,2,14
2024-02-08 15:00:00,QF,SIN,LHR,819,834,1179,1194,15,15,3.6,2865,Minor Delay,Thursday,2,15
2024-02-08 16:00:00,QF,JFK,HKG,753,773,1073,1089,20,16,3.2,2599,Moderate Delay,Thursday,2,16
2024-02-08 17:00:00,BA,SYD,SIN,1854,1899,2234,2280,45,46,3.8,3060,Moderate Delay,Thursday,2,17
2024-02-08 18:00:00,QF,HKG,NRT,1657,1664,1787,1796,7,9,1.3,1031,Minor Delay,Thursday,2,18
2024-02-08 19:00:00,AA,NRT,JFK,1614,1646,2094,2143,32,49,4.8,3838,Moderate Delay,Thursday,2,19
2024-02-08 20:00:00,LH,DXB,HKG,25,55,85,107,30,22,0.6,500,Moderate Delay,Thursday,2,20
2024-02-08 21:00:00,CX,CDG,LAX,1932,1912,2272,2247,-20,-25,3.4,2709,Early/On-time,Thursday,2,21
2024-02-08 22:00:00,BA,HKG,FRA,1356,1410,1416,1472,54,56,0.6,500,Moderate Delay,Thursday,2,22
2024-02-08 23:00:00,CX,JFK,HKG,2129,2109,2279,2257,-20,-22,1.5,1209,Early/On-time,Thursday,2,23
2024-02-09 00:00:00,SQ,DXB,LHR,1923,1960,2373,2409,37,36,4.5,3561,Moderate Delay,Friday,2,0
2024-02-09 01:00:00,CX,SYD,SIN,1022,1002,1372,1362,-20,-10,3.5,2831,Early/On-time,Friday,2,1
2024-02-09 02:00:00,CX,LAX,SIN,208,236,388,388,28,0,1.8,1453,Moderate Delay,Friday,2,2
2024-02-09 03:00:00,BA,CDG,CDG,2302,2367,2492,2552,65,60,1.9,1481,Major Delay,Friday,2,3
2024-02-09 04:00:00,KA,JFK,SIN,757,760,1017,1003,3,-14,2.6,2100,Minor Delay,Friday,2,4
2024-02-09 05:00:00,DL,CDG,CDG,2135,2137,2445,2436,2,-9,3.1,2514,Minor Delay,Friday,2,5
2024-02-09 06:00:00,QF,LHR,SIN,947,975,1357,1409,28,52,4.1,3251,Moderate Delay,Friday,2,6
2024-02-09 07:00:00,QF,LAX,LHR,1606,1606,1796,1801,0,5,1.9,1543,Early/On-time,Friday,2,7
2024-02-09 08:00:00,AA,DXB,SIN,721,785,781,854,64,73,0.6,500,Major Delay,Friday,2,8
2024-02-09 09:00:00,BA,SIN,FRA,2113,2128,2383,2398,15,15,2.7,2156,Minor Delay,Friday,2,9
2024-02-09 10:00:00,AA,JFK,DXB,47,47,237,244,0,7,1.9,1542,Early/On-time,Friday,2,10
2024-02-09 11:00:00,LH,CDG,JFK,1928,1922,2018,1995,-6,-23,0.9,699,Early/On-time,Friday,2,11
2024-02-09 12:00:00,LH,DXB,FRA,2049,2032,2339,2332,-17,-7,2.9,2297,Early/On-time,Friday,2,12
2024-02-09 13:00:00,AA,SIN,SIN,615,607,835,819,-8,-16,2.2,1786,Early/On-time,Friday,2,13
2024-02-09 14:00:00,BA,SYD,NRT,2347,2347,2637,2632,0,-5,2.9,2306,Early/On-time,Friday,2,14
2024-02-09 15:00:00,AA,SYD,LAX,833,829,973,974,-4,1,1.4,1105,Early/On-time,Friday,2,15
2024-02-09 16:00:00,QF,CDG,DXB,1109,1100,1419,1413,-9,-6,3.1,2486,Early/On-time,Friday,2,16
2024-02-09 17:00:00,EK,HKG,JFK,2106,2178,2196,2268,72,72,0.9,682,Major Delay,Friday,2,17
2024-02-09 18:00:00,UA,LHR,LAX,824,804,974,941,-20,-33,1.5,1172,Early/On-time,Friday,2,18
2024-02-09 19:00:00,CX,HKG,FRA,1926,1940,2146,2160,14,14,2.2,1757,Minor Delay,Friday,2,19
2024-02-09 20:00:00,UA,LHR,LHR,2314,2341,2784,2820,27,36,4.7,3741,Moderate Delay,Friday,2,20
2024-02-09 21:00:00,BA,JFK,LHR,231,259,581,604,28,23,3.5,2784,Moderate Delay,Friday,2,21
2024-02-09 22:00:00,UA,NRT,LAX,327,335,707,728,8,21,3.8,3077,Minor Delay,Friday,2,22
2024-02-09 23:00:00,LH,CDG,NRT,908,910,1338,1332,2,-6,4.3,3417,Minor Delay,Friday,2,23
2024-02-10 00:00:00,SQ,FRA,LAX,306,329,1006,1029,23,23,7.0,5602,Moderate Delay,Saturday,2,0
2024-02-10 01:00:00,CX,CDG,FRA,2158,2175,2418,2450,17,32,2.6,2041,Moderate Delay,Saturday,2,1
2024-02-10 02:00:00,DL,LAX,LAX,855,857,1285,1281,2,-4,4.3,3420,Minor Delay,Saturday,2,2
2024-02-10 03:00:00,BA,SIN,JFK,2115,2095,2495,2485,-20,-10,3.8,3012,Early/On-time,Saturday,2,3
2024-02-10 04:00:00,CX,LAX,NRT,25,21,395,410,-4,15,3.7,2996,Early/On-time,Saturday,2,4
2024-02-10 05:00:00,UA,SYD,SYD,434,414,904,885,-20,-19,4.7,3774,Early/On-time,Saturday,2,5
2024-02-10 06:00:00,LH,LHR,HKG,816,806,1016,1001,-10,-15,2.0,1580,Early/On-time,Saturday,2,6
2024-02-10 07:00:00,KA,SIN,SYD,422,432,612,615,10,3,1.9,1501,Minor Delay,Saturday,2,7
2024-02-10 08:00:00,EK,SYD,CDG,507,527,797,830,20,33,2.9,2319,Moderate Delay,Saturday,2,8
2024-02-10 09:00:00,DL,SIN,LAX,1801,1864,2031,2106,63,75,2.3,1817,Major Delay,Saturday,2,9
2024-02-10 10:00:00,EK,HKG,LHR,730,724,1020,1028,-6,8,2.9,2318,Early/On-time,Saturday,2,10
2024-02-10 11:00:00,CX,SYD,SYD,956,989,1406,1439,33,33,4.5,3562,Moderate Delay,Saturday,2,11
2024-02-10 12:00:00,LH,HKG,SIN,1051,1070,1241,1270,19,29,1.9,1521,Moderate Delay,Saturday,2,12
2024-02-10 13:00:00,LH,HKG,FRA,1257,1305,1467,1515,48,48,2.1,1695,Moderate Delay,Saturday,2,13
2024-02-10 14:00:00,UA,SIN,SYD,1958,1985,2228,2247,27,19,2.7,2174,Moderate Delay,Saturday,2,14
2024-02-10 15:00:00,QF,DXB,DXB,356,336,576,567,-20,-9,2.2,1771,Early/On-time,Saturday,2,15
2024-02-10 16:00:00,UA,LAX,NRT,1031,1011,1091,1087,-20,-4,0.6,500,Early/On-time,Saturday,2,16
2024-02-10 17:00:00,QF,SYD,FRA,1128,1147,1308,1317,19,9,1.8,1419,Moderate Delay,Saturday,2,17
2024-02-10 18:00:00,QF,FRA,LHR,402,397,742,727,-5,-15,3.4,2687,Early/On-time,Saturday,2,18
2024-02-10 19:00:00,DL,DXB,CDG,907,888,1337,1318,-19,-19,4.3,3437,Early/On-time,Saturday,2,19
2024-02-10 20:00:00,UA,LAX,SYD,2358,2338,2468,2457,-20,-11,1.1,845,Early/On-time,Saturday,2,20
2024-02-10 21:00:00,KA,SYD,NRT,601,615,701,704,14,3,1.0,840,Minor Delay,Saturday,2,21
2024-02-10 22:00:00,AA,LHR,HKG,2030,2085,2280,2337,55,57,2.5,2030,Moderate Delay,Saturday,2,22
2024-02-10 23:00:00,AA,LAX,NRT,850,848,910,903,-2,-7,0.6,500,Early/On-time,Saturday,2,23
2024-02-11 00:00:00,UA,FRA,NRT,848,875,1038,1072,27,34,1.9,1555,Moderate Delay,Sunday,2,0
2024-02-11 01:00:00,UA,CDG,FRA,936,942,996,995,6,-1,0.6,500,Minor Delay,Sunday,2,1
2024-02-11 02:00:00,EK,JFK,HKG,919,899,1339,1326,-20,-13,4.2,3369,Early/On-time,Sunday,2,2
2024-02-11 03:00:00,DL,HKG,NRT,128,160,278,309,32,31,1.5,1230,Moderate Delay,Sunday,2,3
2024-02-11 04:00:00,UA,JFK,DXB,316,296,776,747,-20,-29,4.6,3652,Early/On-time,Sunday,2,4
2024-02-11 05:00:00,EK,DXB,SYD,709,719,1099,1109,10,10,3.9,3113,Minor Delay,Sunday,2,5
2024-02-11 06:00:00,QF,CDG,SYD,1340,1340,1510,1491,0,-19,1.7,1353,Early/On-time,Sunday,2,6
2024-02-11 07:00:00,LH,HKG,DXB,1621,1657,1741,1772,36,31,1.2,928,Moderate Delay,Sunday,2,7
2024-02-11 08:00:00,LH,SYD,SYD,1205,1185,1435,1418,-20,-17,2.3,1806,Early/On-time,Sunday,2,8
2024-02-11 09:00:00,QF,DXB,NRT,2042,2063,2282,2286,21,4,2.4,1895,Moderate Delay,Sunday,2,9
2024-02-11 10:00:00,BA,FRA,CDG,2333,2318,2623,2583,-15,-40,2.9,2346,Early/On-time,Sunday,2,10
2024-02-11 11:00:00,EK,SIN,NRT,1730,1725,1880,1852,-5,-28,1.5,1223,Early/On-time,Sunday,2,11
2024-02-11 12:00:00,EK,SYD,FRA,1754,1734,2094,2087,-20,-7,3.4,2746,Early/On-time,Sunday,2,12
2024-02-11 13:00:00,QF,LAX,SIN,1211,1283,1491,1563,72,72,2.8,2265,Major Delay,Sunday,2,13
2024-02-11 14:00:00,KA,SIN,CDG,711,737,921,942,26,21,2.1,1659,Moderate Delay,Sunday,2,14
2024-02-11 15:00:00,SQ,DXB,LHR,1115,1102,1275,1271,-13,-4,1.6,1287,Early/On-time,Sunday,2,15
2024-02-11 16:00:00,CX,LAX,LHR,2224,2204,2454,2430,-20,-24,2.3,1815,Early/On-time,Sunday,2,16
2024-02-11 17:00:00,QF,FRA,CDG,2321,2317,2471,2469,-4,-2,1.5,1183,Early/On-time,Sunday,2,17
2024-02-11 18:00:00,UA,JFK,NRT,2026,2057,2286,2317,31,31,2.6,2058,Moderate Delay,Sunday,2,18
2024-02-11 19:00:00,UA,LAX,LAX,23,3,283,259,-20,-24,2.6,2085,Early/On-time,Sunday,2,19
2024-02-11 20:00:00,DL,JFK,SIN,1911,1916,2191,2198,5,7,2.8,2261,Minor Delay,Sunday,2,20
2024-02-11 21:00:00,QF,HKG,DXB,1752,1815,2222,2292,63,70,4.7,3766,Major Delay,Sunday,2,21
2024-02-11 22:00:00,DL,LHR,NRT,217,197,447,426,-20,-21,2.3,1867,Early/On-time,Sunday,2,22
2024-02-11 23:00:00,QF,NRT,CDG,1144,1156,1524,1532,12,8,3.8,3004,Minor Delay,Sunday,2,23
2024-02-12 00:00:00,EK,SYD,LAX,1846,1922,2126,2199,76,73,2.8,2229,Major Delay,Monday,2,0
2024-02-12 01:00:00,CX,NRT,NRT,1215,1243,1435,1441,28,6,2.2,1761,Moderate Delay,Monday,2,1
2024-02-12 02:00:00,EK,HKG,LAX,903,916,1143,1158,13,15,2.4,1880,Minor Delay,Monday,2,2
2024-02-12 03:00:00,SQ,LAX,CDG,1411,1436,1651,1664,25,13,2.4,1941,Moderate Delay,Monday,2,3
2024-02-12 04:00:00,LH,HKG,NRT,1948,1946,2228,2232,-2,4,2.8,2279,Early/On-time,Monday,2,4
2024-02-12 05:00:00,AA,NRT,HKG,132,180,262,310,48,48,1.3,1040,Moderate Delay,Monday,2,5
2024-02-12 06:00:00,QF,NRT,SYD,1821,1820,1891,1891,-1,0,0.7,534,Early/On-time,Monday,2,6
2024-02-12 07:00:00,SQ,SYD,CDG,217,197,547,534,-20,-13,3.3,2654,Early/On-time,Monday,2,7
2024-02-12 08:00:00,LH,SIN,LHR,1353,1352,1713,1703,-1,-10,3.6,2898,Early/On-time,Monday,2,8
2024-02-12 09:00:00,BA,CDG,LHR,647,628,987,971,-19,-16,3.4,2745,Early/On-time,Monday,2,9
2024-02-12 10:00:00,CX,HKG,SIN,732,733,1002,1005,1,3,2.7,2154,Minor Delay,Monday,2,10
2024-02-12 11:00:00,DL,LHR,JFK,1026,1028,1376,1377,2,1,3.5,2767,Minor Delay,Monday,2,11
2024-02-12 12:00:00,DL,CDG,LHR,2141,2186,2481,2517,45,36,3.4,2713,Moderate Delay,Monday,2,12
2024-02-12 13:00:00,EK,HKG,JFK,1918,1948,2268,2303,30,35,3.5,2787,Moderate Delay,Monday,2,13
2024-02-12 14:00:00,UA,FRA,HKG,547,564,687,711,17,24,1.4,1140,Moderate Delay,Monday,2,14
2024-02-12 15:00:00,LH,DXB,CDG,1013,1022,1123,1133,9,10,1.1,903,Minor Delay,Monday,2,15
2024-02-12 16:00:00,BA,DXB,LAX,1624,1604,1824,1794,-20,-30,2.0,1611,Early/On-time,Monday,2,16
2024-02-12 17:00:00,SQ,NRT,SIN,933,913,1183,1158,-20,-25,2.5,1982,Early/On-time,Monday,2,17
2024-02-12 18:00:00,CX,DXB,SYD,2323,2336,2543,2556,13,13,2.2,1758,Minor Delay,Monday,2,18
2024-02-12 19:00:00,LH,JFK,DXB,1637,1670,1697,1736,33,39,0.6,500,Moderate Delay,Monday,2,19
2024-02-12 20:00:00,BA,LHR,JFK,2059,2065,2529,2520,6,-9,4.7,3721,Minor Delay,Monday,2,20
2024-02-12 21:00:00,AA,DXB,SYD,153,147,373,362,-6,-11,2.2,1725,Early/On-time,Monday,2,21
2024-02-12 22:00:00,QF,LAX,SIN,522,545,792,811,23,19,2.7,2172,Moderate Delay,Monday,2,22
2024-02-12 23:00:00,DL,JFK,SIN,404,411,814,821,7,7,4.1,3244,Minor Delay,Monday,2,23
2024-02-13 00:00:00,SQ,CDG,LHR,343,403,403,450,60,47,0.6,500,Moderate Delay,Tuesday,2,0
2024-02-13 01:00:00,DL,JFK,SYD,158,204,348,392,46,44,1.9,1488,Moderate Delay,Tuesday,2,1
2024-02-13 02:00:00,SQ,HKG,NRT,1135,1173,1335,1370,38,35,2.0,1612,Moderate Delay,Tuesday,2,2
2024-02-13 03:00:00,EK,NRT,FRA,253,285,463,485,32,22,2.1,1663,Moderate Delay,Tuesday,2,3
2024-02-13 04:00:00,UA,SYD,SIN,523,503,753,732,-20,-21,2.3,1826,Early/On-time,Tuesday,2,4
2024-02-13 05:00:00,SQ,SYD,JFK,2335,2364,2765,2789,29,24,4.3,3447,Moderate Delay,Tuesday,2,5
